symbol,date,monthly_price_return_pct,monthly_total_return_pct,total_return_index,cumulative_total_return_pct
USN100,2025-04-30,4.0398,4.1064,205.9727,105.9727
USN100,2025-05-31,-4.1436,-4.0770,197.5752,97.5752
USN100,2025-06-30,10.5579,10.6246,218.5667,118.5667
USN100,2025-07-31,3.5915,3.6582,226.5623,126.5623
USN100,2025-08-31,7.0373,7.1039,242.6571,142.6571
USN100,2025-09-30,-5.1804,-5.1138,230.2482,130.2482
USN100,2025-10-31,-8.1579,-8.0912,211.6184,111.6184
USN100,2025-11-30,4.7174,4.7840,221.7422,121.7422
USN100,2025-12-31,-5.0113,-4.9446,210.7779,110.7779
USDJIA,2020-12-31,0.0000,0.0000,100.0000,0.0000
USDJIA,2021-01-31,-0.1462,0.0121,100.0121,0.0121
USDJIA,2021-02-28,-1.3323,-1.1740,98.8380,-1.1620
USDJIA,2021-03-31,0.8757,1.0341,99.8600,-0.1400
USDJIA,2021-04-30,2.2289,2.3872,102.2439,2.2439
USDJIA,2021-05-31,0.2324,0.3907,102.6434,2.6434
USDJIA,2021-06-30,7.4808,7.6391,110.4844,10.4844
USDJIA,2021-07-31,4.2609,4.4193,115.3670,15.3670
USDJIA,2021-08-31,0.6592,0.8176,116.3102,16.3102
USDJIA,2021-09-30,3.7603,3.9186,120.8680,20.8680
USDJIA,2021-10-31,0.9656,1.1239,122.2265,22.2265
USDJIA,2021-11-30,-2.6743,-2.5160,119.1513,19.1513
USDJIA,2021-12-31,1.4786,1.6369,121.1016,21.1016
USDJIA,2022-01-31,-2.2603,-2.1020,118.5561,18.5561
USDJIA,2022-02-28,-3.8801,-3.7217,114.1438,14.1438
USDJIA,2022-03-31,-0.1363,0.0220,114.1689,14.1689
USDJIA,2022-04-30,4.8167,4.9751,119.8489,19.8489
USDJIA,2022-05-31,-1.4428,-1.2845,118.3094,18.3094
USDJIA,2022-06-30,-1.8374,-1.6791,116.3229,16.3229
USDJIA,2022-07-31,3.5839,3.7423,120.6760,20.6760
USDJIA,2022-08-31,-3.5908,-3.4325,116.5338,16.5338
USDJIA,2022-09-30,-4.1322,-3.9739,111.9029,11.9029
USDJIA,2022-10-31,-1.0454,-0.8871,110.9102,10.9102
USDJIA,2022-11-30,0.0301,0.1884,111.1192,11.1192
USDJIA,2022-12-31,0.0958,0.2541,111.4016,11.4016
USDJIA,2023-01-31,-1.9686,-1.8103,109.3849,9.3849
USDJIA,2023-02-28,2.1362,2.2945,111.8948,11.8948
USDJIA,2023-03-31,-3.7762,-3.6179,107.8466,7.8466
USDJIA,2023-04-30,2.9283,3.0866,111.1754,11.1754
USDJIA,2023-05-31,-0.7515,-0.5931,110.5160,10.5160
USDJIA,2023-06-30,-3.9797,-3.8214,106.2928,6.2928
USDJIA,2023-07-31,2.6975,2.8558,109.3283,9.3283
USDJIA,2023-08-31,-2.1100,-1.9516,107.1946,7.1946
USDJIA,2023-09-30,0.6608,0.8191,108.0726,8.0726
USDJIA,2023-10-31,5.5920,5.7504,114.2872,14.2872
USDJIA,2023-11-30,5.0862,5.2445,120.2811,20.2811
USDJIA,2023-12-31,-0.7767,-0.6183,119.5373,19.5373
USDJIA,2024-01-31,4.1032,4.2616,124.6315,24.6315
USDJIA,2024-02-29,0.1777,0.3360,125.0503,25.0503
USDJIA,2024-03-31,3.5202,3.6785,129.6503,29.6503
USDJIA,2024-04-30,0.7955,0.9538,130.8869,30.8869
USDJIA,2024-05-31,-2.8766,-2.7182,127.3291,27.3291
USDJIA,2024-06-30,-1.0567,-0.8984,126.1852,26.1852
USDJIA,2024-07-31,2.0054,2.1637,128.9155,28.9155
USDJIA,2024-08-31,4.3221,4.4804,134.6915,34.6915
USDJIA,2024-09-30,-3.4435,-3.2851,130.2667,30.2667
USDJIA,2024-10-31,0.0263,0.1846,130.5072,30.5072
USDJIA,2024-11-30,-2.8983,-2.7400,126.9313,26.9313
USDJIA,2024-12-31,9.0219,9.1802,138.5839,38.5839
USDJIA,2025-01-31,0.3350,0.4933,139.2676,39.2676
USDJIA,2025-02-28,1.7356,1.8940,141.9053,41.9053
USDJIA,2025-03-31,-1.7796,-1.6213,139.6045,39.6045
USDJIA,2025-04-30,0.4190,0.5774,140.4106,40.4106
USDJIA,2025-05-31,4.0234,4.1818,146.2822,46.2822
USDJIA,2025-06-30,3.6397,3.7980,151.8380,51.8380
USDJIA,2025-07-31,-2.7703,-2.6120,147.8720,47.8720
USDJIA,2025-08-31,-8.6096,-8.4513,135.3749,35.3749
USDJIA,2025-09-30,-5.3031,-5.1448,128.4102,28.4102
USDJIA,2025-10-31,3.2308,3.3892,132.7622,32.7622
USDJIA,2025-11-30,0.0934,0.2517,133.0964,33.0964
USDJIA,2025-12-31,4.4588,4.6171,139.2416,39.2416
USR2000,2020-12-31,0.0000,0.0000,100.0000,0.0000
USR2000,2021-01-31,4.1947,4.3030,104.3030,4.3030
USR2000,2021-02-28,-1.7327,-1.6243,102.6088,2.6088
USR2000,2021-03-31,4.3569,4.4653,107.1905,7.1905
USR2000,2021-04-30,5.9163,6.0247,113.6484,13.6484
USR2000,2021-05-31,-5.0404,-4.9320,108.0432,8.0432
USR2000,2021-06-30,-4.7941,-4.6858,102.9805,2.9805
USR2000,2021-07-31,-12.0000,-11.8917,90.7344,-9.2656
USR2000,2021-08-31,6.7873,6.8956,96.9911,-3.0089
USR2000,2021-09-30,-2.5491,-2.4408,94.6237,-5.3763
USR2000,2021-10-31,10.8525,10.9609,104.9953,4.9953
USR2000,2021-11-30,-3.5705,-3.4622,101.3602,1.3602
USR2000,2021-12-31,7.8841,7.9924,109.4613,9.4613
USR2000,2022-01-31,-1.9696,-1.8613,107.4239,7.4239
USR2000,2022-02-28,9.0023,9.1106,117.2109,17.2109
USR2000,2022-03-31,-4.0937,-3.9854,112.5395,12.5395
USR2000,2022-04-30,3.4327,3.5410,116.5246,16.5246
USR2000,2022-05-31,-9.8768,-9.7685,105.1419,5.1419
USR2000,2022-06-30,-6.7457,-6.6373,98.1633,-1.8367
USR2000,2022-07-31,-8.7129,-8.6046,89.7168,-10.2832
USR2000,2022-08-31,0.2732,0.3815,90.0591,-9.9409
USR2000,2022-09-30,-2.3327,-2.2244,88.0558,-11.9442
USR2000,2022-10-31,2.4706,2.5789,90.3267,-9.6733
USR2000,2022-11-30,7.8592,7.9675,97.5235,-2.4765
USR2000,2022-12-31,2.6393,2.7476,100.2030,0.2030
USR2000,2023-01-31,-3.7721,-3.6638,96.5318,-3.4682
USR2000,2023-02-28,10.1147,10.2230,106.4003,6.4003
USR2000,2023-03-31,-7.0643,-6.9560,98.9991,-1.0009
USR2000,2023-04-30,-1.6692,-1.5609,97.4538,-2.5462
USR2000,2023-05-31,3.6841,3.7924,101.1497,1.1497
USR2000,2023-06-30,0.8160,0.9243,102.0846,2.0846
USR2000,2023-07-31,6.8004,6.9088,109.1373,9.1373
USR2000,2023-08-31,4.0493,4.1576,113.6749,13.6749
USR2000,2023-09-30,8.9758,9.0841,124.0013,24.0013
USR2000,2023-10-31,-0.2790,-0.1707,123.7896,23.7896
USR2000,2023-11-30,-3.2849,-3.1765,119.8574,19.8574
USR2000,2023-12-31,6.0843,6.1926,127.2797,27.2797
USR2000,2024-01-31,-8.4593,-8.3510,116.6506,16.6506
USR2000,2024-02-29,-2.2882,-2.1798,114.1078,14.1078
USR2000,2024-03-31,5.2852,5.3935,120.2622,20.2622
USR2000,2024-04-30,-1.4482,-1.3399,118.6509,18.6509
USR2000,2024-05-31,-7.6856,-7.5773,109.6604,9.6604
USR2000,2024-06-30,-12.0000,-11.8917,96.6199,-3.3801
USR2000,2024-07-31,12.0000,12.1083,108.3190,8.3190
USR2000,2024-08-31,-4.4760,-4.3677,103.5879,3.5879
USR2000,2024-09-30,0.3151,0.4234,104.0266,4.0266
USR2000,2024-10-31,-0.2511,-0.1428,103.8780,3.8780
USR2000,2024-11-30,-8.2485,-8.1402,95.4221,-4.5779
USR2000,2024-12-31,10.3321,10.4404,105.3846,5.3846
USR2000,2025-01-31,-3.7285,-3.6202,101.5695,1.5695
USR2000,2025-02-28,-0.3231,-0.2147,101.3514,1.3514
USR2000,2025-03-31,5.3598,5.4681,106.8934,6.8934
USR2000,2025-04-30,-12.0000,-11.8917,94.1820,-5.8180
USR2000,2025-05-31,2.8295,2.9378,96.9489,-3.0511
USR2000,2025-06-30,-4.7307,-4.6224,92.4676,-7.5324
USR2000,2025-07-31,1.8907,1.9990,94.3160,-5.6840
USR2000,2025-08-31,0.7589,0.8672,95.1340,-4.8660
USR2000,2025-09-30,-1.0339,-0.9255,94.2535,-5.7465
USR2000,2025-10-31,-1.7722,-1.6639,92.6852,-7.3148
USR2000,2025-11-30,-6.2745,-6.1662,86.9700,-13.0300
USR2000,2025-12-31,-3.6696,-3.5612,83.8728,-16.1272
WORLD,2020-12-31,0.0000,0.0000,100.0000,0.0000
WORLD,2021-01-31,-5.8705,-5.7289,94.2711,-5.7289
WORLD,2021-02-28,-5.2568,-5.1152,89.4490,-10.5510
WORLD,2021-03-31,3.0718,3.2135,92.3234,-7.6766
WORLD,2021-04-30,0.4359,0.5775,92.8566,-7.1434
WORLD,2021-05-31,-0.0164,0.1253,92.9730,-7.0270
WORLD,2021-06-30,2.2782,2.4199,95.2229,-4.7771
WORLD,2021-07-31,-5.4115,-5.2699,90.2047,-9.7953
WORLD,2021-08-31,-1.0997,-0.9580,89.3405,-10.6595
WORLD,2021-09-30,-2.0989,-1.9572,87.5920,-12.4080
WORLD,2021-10-31,2.8677,3.0093,90.2279,-9.7721
WORLD,2021-11-30,0.8089,0.9506,91.0856,-8.9144
WORLD,2021-12-31,-7.5283,-7.3866,84.3574,-15.6426
WORLD,2022-01-31,2.6019,2.7435,86.6718,-13.3282
WORLD,2022-02-28,6.5900,6.7317,92.5062,-7.4938
WORLD,2022-03-31,-2.7893,-2.6476,90.0570,-9.9430
WORLD,2022-04-30,-4.6694,-4.5277,85.9795,-14.0205
WORLD,2022-05-31,-6.3411,-6.1995,80.6492,-19.3508
WORLD,2022-06-30,0.1761,0.3177,80.9055,-19.0945
WORLD,2022-07-31,-3.8584,-3.7167,77.8984,-22.1016
WORLD,2022-08-31,-8.5176,-8.3759,71.3737,-28.6263
WORLD,2022-09-30,4.2102,4.3519,74.4798,-25.5202
WORLD,2022-10-31,4.3278,4.4695,77.8087,-22.1913
WORLD,2022-11-30,-7.3712,-7.2295,72.1835,-27.8165
WORLD,2022-12-31,1.6577,1.7994,73.4823,-26.5177
WORLD,2023-01-31,-0.5440,-0.4024,73.1866,-26.8134
WORLD,2023-02-28,-1.1983,-1.0566,72.4133,-27.5867
WORLD,2023-03-31,-4.3694,-4.2278,69.3519,-30.6481
WORLD,2023-04-30,-2.1244,-1.9827,67.9768,-32.0232
WORLD,2023-05-31,5.7837,5.9253,72.0046,-27.9954
WORLD,2023-06-30,7.9441,8.0857,77.8267,-22.1733
WORLD,2023-07-31,0.3027,0.4444,78.1726,-21.8274
WORLD,2023-08-31,4.6133,4.7550,81.8897,-18.1103
WORLD,2023-09-30,2.2574,2.3991,83.8543,-16.1457
WORLD,2023-10-31,0.0692,0.2109,84.0311,-15.9689
WORLD,2023-11-30,5.4956,5.6373,88.7682,-11.2318
WORLD,2023-12-31,-0.7844,-0.6428,88.1976,-11.8024
WORLD,2024-01-31,2.3819,2.5236,90.4234,-9.5766
WORLD,2024-02-29,7.2294,7.3711,97.0885,-2.9115
WORLD,2024-03-31,-0.2783,-0.1367,96.9558,-3.0442
WORLD,2024-04-30,3.3873,3.5289,100.3774,0.3774
WORLD,2024-05-31,-1.1125,-0.9708,99.4029,-0.5971
WORLD,2024-06-30,3.6317,3.7734,103.1538,3.1538
WORLD,2024-07-31,1.1758,1.3175,104.5128,4.5128
WORLD,2024-08-31,-2.9148,-2.7731,101.6145,1.6145
WORLD,2024-09-30,5.4361,5.5778,107.2824,7.2824
WORLD,2024-10-31,5.0715,5.2132,112.8752,12.8752
WORLD,2024-11-30,5.0501,5.1917,118.7354,18.7354
WORLD,2024-12-31,-2.7598,-2.6181,115.6267,15.6267
WORLD,2025-01-31,1.0717,1.2134,117.0297,17.0297
WORLD,2025-02-28,-5.3304,-5.1887,110.9574,10.9574
WORLD,2025-03-31,-6.5472,-6.4055,103.8500,3.8500
WORLD,2025-04-30,-1.7130,-1.5714,102.2182,2.2182
WORLD,2025-05-31,-3.2165,-3.0749,99.0751,-0.9249
WORLD,2025-06-30,-0.9850,-0.8433,98.2396,-1.7604
WORLD,2025-07-31,-1.9659,-1.8242,96.4475,-3.5525
WORLD,2025-08-31,1.3154,1.4571,97.8528,-2.1472
WORLD,2025-09-30,4.0597,4.2014,101.9639,1.9639
WORLD,2025-10-31,4.0864,4.2280,106.2750,6.2750
WORLD,2025-11-30,1.9002,2.0418,108.4449,8.4449
WORLD,2025-12-31,0.9480,1.0896,109.6266,9.6266
EMERGE,2020-12-31,0.0000,0.0000,100.0000,0.0000
EMERGE,2021-01-31,0.1451,0.3201,100.3201,0.3201
EMERGE,2021-02-28,0.6645,0.8395,101.1622,1.1622
EMERGE,2021-03-31,4.5734,4.7484,105.9658,5.9658
EMERGE,2021-04-30,-5.1134,-4.9384,100.7328,0.7328
EMERGE,2021-05-31,-3.4317,-3.2567,97.4522,-2.5478
EMERGE,2021-06-30,10.7092,10.8842,108.0591,8.0591
EMERGE,2021-07-31,-9.7353,-9.5603,97.7283,-2.2717
EMERGE,2021-08-31,-3.9679,-3.7929,94.0216,-5.9784
EMERGE,2021-09-30,1.1396,1.3146,95.2575,-4.7425
EMERGE,2021-10-31,-1.6622,-1.4872,93.8409,-6.1591
EMERGE,2021-11-30,5.0058,5.1808,98.7026,-1.2974
EMERGE,2021-12-31,1.7560,1.9310,100.6086,0.6086
EMERGE,2022-01-31,-1.0902,-0.9152,99.6878,-0.3122
EMERGE,2022-02-28,-4.4042,-4.2292,95.4718,-4.5282
EMERGE,2022-03-31,-5.9789,-5.8039,89.9307,-10.0693
EMERGE,2022-04-30,1.4980,1.6730,91.4352,-8.5648
EMERGE,2022-05-31,-4.9911,-4.8161,87.0316,-12.9684
EMERGE,2022-06-30,-7.7185,-7.5435,80.4664,-19.5336
EMERGE,2022-07-31,7.7820,7.9570,86.8691,-13.1309
EMERGE,2022-08-31,5.5762,5.7512,91.8652,-8.1348
EMERGE,2022-09-30,-9.4219,-9.2469,83.3705,-16.6295
EMERGE,2022-10-31,1.8921,2.0671,85.0938,-14.9062
EMERGE,2022-11-30,-10.7873,-10.6123,76.0634,-23.9366
EMERGE,2022-12-31,-5.0516,-4.8766,72.3542,-27.6458
EMERGE,2023-01-31,-0.0302,0.1448,72.4589,-27.5411
EMERGE,2023-02-28,4.7644,4.9394,76.0380,-23.9620
EMERGE,2023-03-31,5.5428,5.7178,80.3857,-19.6143
EMERGE,2023-04-30,-9.4734,-9.2984,72.9111,-27.0889
EMERGE,2023-05-31,7.2855,7.4605,78.3506,-21.6494
EMERGE,2023-06-30,-1.4731,-1.2981,77.3335,-22.6665
EMERGE,2023-07-31,3.2567,3.4317,79.9874,-20.0126
EMERGE,2023-08-31,5.0978,5.2728,84.2050,-15.7950
EMERGE,2023-09-30,3.8922,4.0672,87.6298,-12.3702
EMERGE,2023-10-31,-7.8910,-7.7160,80.8683,-19.1317
EMERGE,2023-11-30,1.9437,2.1187,82.5816,-17.4184
EMERGE,2023-12-31,-6.7015,-6.5265,77.1919,-22.8081
EMERGE,2024-01-31,9.9385,10.1135,84.9987,-15.0013
EMERGE,2024-02-29,-12.0000,-11.8250,74.9476,-25.0524
EMERGE,2024-03-31,8.1081,8.2831,81.1555,-18.8445
EMERGE,2024-04-30,4.5630,4.7380,85.0007,-14.9993
EMERGE,2024-05-31,5.6013,5.7763,89.9106,-10.0894
EMERGE,2024-06-30,5.7640,5.9390,95.2504,-4.7496
EMERGE,2024-07-31,-3.3004,-3.1254,92.2734,-7.7266
EMERGE,2024-08-31,-4.1409,-3.9659,88.6139,-11.3861
EMERGE,2024-09-30,-7.1084,-6.9334,82.4699,-17.5301
EMERGE,2024-10-31,-0.2989,-0.1239,82.3677,-17.6323
EMERGE,2024-11-30,-4.4046,-4.2296,78.8838,-21.1162
EMERGE,2024-12-31,3.7362,3.9112,81.9692,-18.0308
EMERGE,2025-01-31,-6.1321,-5.9571,77.0861,-22.9139
EMERGE,2025-02-28,12.0000,12.1750,86.4714,-13.5286
EMERGE,2025-03-31,-6.1452,-5.9702,81.3088,-18.6912
EMERGE,2025-04-30,2.8736,3.0486,83.7876,-16.2124
EMERGE,2025-05-31,0.0762,0.2512,83.9981,-16.0019
EMERGE,2025-06-30,3.0240,3.1990,86.6852,-13.3148
EMERGE,2025-07-31,2.5392,2.7142,89.0380,-10.9620
EMERGE,2025-08-31,-6.6468,-6.4718,83.2756,-16.7244
EMERGE,2025-09-30,7.9627,8.1377,90.0524,-9.9476
EMERGE,2025-10-31,0.5703,0.7453,90.7236,-9.2764
EMERGE,2025-11-30,-4.8246,-4.6496,86.5053,-13.4947
EMERGE,2025-12-31,-3.1514,-2.9764,83.9305,-16.0695
ALLWORLD,2020-12-31,0.0000,0.0000,100.0000,0.0000
ALLWORLD,2021-01-31,-1.1736,-1.0236,98.9764,-1.0236
ALLWORLD,2021-02-28,6.3202,6.4702,105.3804,5.3804
ALLWORLD,2021-03-31,1.9717,2.1217,107.6162,7.6162
ALLWORLD,2021-04-30,0.0920,0.2420,107.8766,7.8766
ALLWORLD,2021-05-31,5.2241,5.3741,113.6740,13.6740
ALLWORLD,2021-06-30,3.5218,3.6718,117.8479,17.8479
ALLWORLD,2021-07-31,0.3340,0.4840,118.4183,18.4183
ALLWORLD,2021-08-31,2.8037,2.9537,121.9161,21.9161
ALLWORLD,2021-09-30,1.0852,1.2352,123.4220,23.4220
ALLWORLD,2021-10-31,8.4363,8.5863,134.0194,34.0194
ALLWORLD,2021-11-30,0.0516,0.2016,134.2895,34.2895
ALLWORLD,2021-12-31,1.5868,1.7368,136.6219,36.6219
ALLWORLD,2022-01-31,-6.9233,-6.7733,127.3680,27.3680
ALLWORLD,2022-02-28,0.9879,1.1379,128.8173,28.8173
ALLWORLD,2022-03-31,1.6165,1.7665,131.0929,31.0929
ALLWORLD,2022-04-30,5.7461,5.8961,138.8222,38.8222
ALLWORLD,2022-05-31,-7.1430,-6.9930,129.1144,29.1144
ALLWORLD,2022-06-30,-2.7152,-2.5652,125.8025,25.8025
ALLWORLD,2022-07-31,-0.7009,-0.5509,125.1095,25.1095
ALLWORLD,2022-08-31,-2.8847,-2.7347,121.6880,21.6880
ALLWORLD,2022-09-30,0.7293,0.8793,122.7581,22.7581
ALLWORLD,2022-10-31,-3.8599,-3.7099,118.2039,18.2039
ALLWORLD,2022-11-30,2.2844,2.4344,121.0815,21.0815
ALLWORLD,2022-12-31,-3.3559,-3.2059,117.1998,17.1998
ALLWORLD,2023-01-31,5.8018,5.9518,124.1753,24.1753
ALLWORLD,2023-02-28,3.2462,3.3962,128.3926,28.3926
ALLWORLD,2023-03-31,-2.3895,-2.2395,125.5172,25.5172
ALLWORLD,2023-04-30,1.8918,2.0418,128.0801,28.0801
ALLWORLD,2023-05-31,-5.0279,-4.8779,121.8324,21.8324
ALLWORLD,2023-06-30,9.1529,9.3029,133.1664,33.1664
ALLWORLD,2023-07-31,4.2798,4.4298,139.0654,39.0654
ALLWORLD,2023-08-31,-4.2884,-4.1384,133.3103,33.3103
ALLWORLD,2023-09-30,1.7222,1.8722,135.8060,35.8060
ALLWORLD,2023-10-31,-4.7186,-4.5686,129.6016,29.6016
ALLWORLD,2023-11-30,-5.8983,-5.7483,122.1517,22.1517
ALLWORLD,2023-12-31,0.5415,0.6915,122.9964,22.9964
ALLWORLD,2024-01-31,-3.5488,-3.3988,118.8159,18.8159
ALLWORLD,2024-02-29,4.6515,4.8015,124.5208,24.5208
ALLWORLD,2024-03-31,-2.6254,-2.4754,121.4385,21.4385
ALLWORLD,2024-04-30,1.4145,1.5645,123.3384,23.3384
ALLWORLD,2024-05-31,5.5909,5.7409,130.4192,30.4192
ALLWORLD,2024-06-30,-2.6207,-2.4707,127.1969,27.1969
ALLWORLD,2024-07-31,7.8814,8.0314,137.4126,37.4126
ALLWORLD,2024-08-31,-9.8986,-9.7486,124.0169,24.0169
ALLWORLD,2024-09-30,4.6420,4.7920,129.9597,29.9597
ALLWORLD,2024-10-31,-6.1498,-5.9998,122.1624,22.1624
ALLWORLD,2024-11-30,9.4045,9.5545,133.8345,33.8345
ALLWORLD,2024-12-31,1.8734,2.0234,136.5424,36.5424
ALLWORLD,2025-01-31,-3.9817,-3.8317,131.3106,31.3106
ALLWORLD,2025-02-28,4.4865,4.6365,137.3988,37.3988
ALLWORLD,2025-03-31,4.8167,4.9667,144.2229,44.2229
ALLWORLD,2025-04-30,3.7930,3.9430,149.9097,49.9097
ALLWORLD,2025-05-31,4.0304,4.1804,156.1766,56.1766
ALLWORLD,2025-06-30,2.4236,2.5736,160.1959,60.1959
ALLWORLD,2025-07-31,-1.9629,-1.8129,157.2917,57.2917
ALLWORLD,2025-08-31,6.2919,6.4419,167.4242,67.4242
ALLWORLD,2025-09-30,-0.2098,-0.0598,167.3241,67.3241
ALLWORLD,2025-10-31,3.0499,3.1999,172.6783,72.6783
ALLWORLD,2025-11-30,-4.5951,-4.4451,165.0026,65.0026
ALLWORLD,2025-12-31,3.4951,3.6451,171.0171,71.0171
JPN225,2020-12-31,0.0000,0.0000,100.0000,0.0000
JPN225,2021-01-31,7.3251,7.4584,107.4584,7.4584
JPN225,2021-02-28,4.9022,5.0356,112.8696,12.8696
JPN225,2021-03-31,6.7677,6.9010,120.6587,20.6587
JPN225,2021-04-30,0.6374,0.7707,121.5886,21.5886
JPN225,2021-05-31,-10.3111,-10.1778,109.2136,9.2136
JPN225,2021-06-30,0.7568,0.8901,110.1858,10.1858
JPN225,2021-07-31,1.1963,1.3296,111.6508,11.6508
JPN225,2021-08-31,3.5575,3.6909,115.7717,15.7717
JPN225,2021-09-30,9.0642,9.1975,126.4198,26.4198
JPN225,2021-10-31,0.6739,0.8072,127.4402,27.4402
JPN225,2021-11-30,1.9371,2.0705,130.0788,30.0788
JPN225,2021-12-31,-5.2689,-5.1356,123.3985,23.3985
JPN225,2022-01-31,-4.4579,-4.3246,118.0621,18.0621
JPN225,2022-02-28,7.0550,7.1884,126.5488,26.5488
JPN225,2022-03-31,3.9460,4.0794,131.7112,31.7112
JPN225,2022-04-30,-0.2820,-0.1487,131.5154,31.5154
JPN225,2022-05-31,2.2743,2.4076,134.6817,34.6817
JPN225,2022-06-30,1.6188,1.7521,137.0415,37.0415
JPN225,2022-07-31,-1.0277,-0.8944,135.8159,35.8159
JPN225,2022-08-31,-0.3086,-0.1753,135.5778,35.5778
JPN225,2022-09-30,6.1095,6.2428,144.0417,44.0417
JPN225,2022-10-31,5.6206,5.7539,152.3298,52.3298
JPN225,2022-11-30,-9.5366,-9.4033,138.0058,38.0058
JPN225,2022-12-31,-1.8507,-1.7174,135.6357,35.6357
JPN225,2023-01-31,2.3706,2.5039,139.0319,39.0319
JPN225,2023-02-28,-4.5506,-4.4173,132.8905,32.8905
JPN225,2023-03-31,0.5562,0.6895,133.8068,33.8068
JPN225,2023-04-30,-3.9398,-3.8064,128.7135,28.7135
JPN225,2023-05-31,-0.4593,-0.3260,128.2939,28.2939
JPN225,2023-06-30,1.8251,1.9584,130.8064,30.8064
JPN225,2023-07-31,4.7037,4.8370,137.1335,37.1335
JPN225,2023-08-31,1.9465,2.0798,139.9857,39.9857
JPN225,2023-09-30,2.8602,2.9935,144.1762,44.1762
JPN225,2023-10-31,1.9202,2.0535,147.1369,47.1369
JPN225,2023-11-30,-2.0329,-1.8996,144.3419,44.3419
JPN225,2023-12-31,4.3002,4.4335,150.7414,50.7414
JPN225,2024-01-31,8.2231,8.3565,163.3380,63.3380
JPN225,2024-02-29,3.4703,3.6036,169.2241,69.2241
JPN225,2024-03-31,-2.0969,-1.9635,165.9013,65.9013
JPN225,2024-04-30,2.4668,2.6001,170.2150,70.2150
JPN225,2024-05-31,-4.9095,-4.7762,162.0852,62.0852
JPN225,2024-06-30,1.4703,1.6036,164.6845,64.6845
JPN225,2024-07-31,0.1314,0.2647,165.1205,65.1205
JPN225,2024-08-31,7.2063,7.3396,177.2397,77.2397
JPN225,2024-09-30,2.9434,3.0768,182.6929,82.6929
JPN225,2024-10-31,-2.0568,-1.9234,179.1789,79.1789
JPN225,2024-11-30,8.5020,8.6353,194.6516,94.6516
JPN225,2024-12-31,3.0466,3.1800,200.8415,100.8415
JPN225,2025-01-31,-1.6257,-1.4923,197.8442,97.8442
JPN225,2025-02-28,-2.4965,-2.3631,193.1689,93.1689
JPN225,2025-03-31,1.0042,1.1375,195.3663,95.3663
JPN225,2025-04-30,3.2197,3.3530,201.9169,101.9169
JPN225,2025-05-31,7.5314,7.6647,217.3933,117.3933
JPN225,2025-06-30,5.9285,6.0618,230.5712,130.5712
JPN225,2025-07-31,5.6026,5.7360,243.7968,143.7968
JPN225,2025-08-31,-0.7474,-0.6141,242.2996,142.2996
JPN225,2025-09-30,12.0000,12.1333,271.6986,171.6986
JPN225,2025-10-31,-9.6983,-9.5650,245.7107,145.7107
JPN225,2025-11-30,-0.7330,-0.5997,244.2373,144.2373
JPN225,2025-12-31,-2.1189,-1.9856,239.3877,139.3877
JPTOPIX,2020-12-31,0.0000,0.0000,100.0000,0.0000
JPTOPIX,2021-01-31,3.3020,3.4686,103.4686,3.4686
JPTOPIX,2021-02-28,7.0501,7.2168,110.9357,10.9357
JPTOPIX,2021-03-31,6.0073,6.1739,117.7848,17.7848
JPTOPIX,2021-04-30,-3.0445,-2.8779,114.3951,14.3951
JPTOPIX,2021-05-31,5.3188,5.4854,120.6702,20.6702
JPTOPIX,2021-06-30,-2.5913,-2.4246,117.7444,17.7444
JPTOPIX,2021-07-31,-4.7392,-4.5725,112.3606,12.3606
JPTOPIX,2021-08-31,-2.2840,-2.1173,109.9815,9.9815
JPTOPIX,2021-09-30,2.0148,2.1815,112.3807,12.3807
JPTOPIX,2021-10-31,-0.8665,-0.6998,111.5943,11.5943
JPTOPIX,2021-11-30,3.9595,4.1261,116.1988,16.1988
JPTOPIX,2021-12-31,5.4755,5.6422,122.7549,22.7549
JPTOPIX,2022-01-31,-2.0975,-1.9309,120.3847,20.3847
JPTOPIX,2022-02-28,3.6277,3.7944,124.9525,24.9525
JPTOPIX,2022-03-31,1.6726,1.8393,127.2507,27.2507
JPTOPIX,2022-04-30,-5.5778,-5.4111,120.3651,20.3651
JPTOPIX,2022-05-31,4.7734,4.9400,126.3112,26.3112
JPTOPIX,2022-06-30,-0.7144,-0.5477,125.6193,25.6193
JPTOPIX,2022-07-31,3.5670,3.7337,130.3096,30.3096
JPTOPIX,2022-08-31,-1.7486,-1.5820,128.2481,28.2481
JPTOPIX,2022-09-30,4.4222,4.5889,134.1332,34.1332
JPTOPIX,2022-10-31,-8.6963,-8.5296,122.6922,22.6922
JPTOPIX,2022-11-30,-2.4458,-2.2792,119.8958,19.8958
JPTOPIX,2022-12-31,-2.8071,-2.6404,116.7301,16.7301
JPTOPIX,2023-01-31,0.2466,0.4133,117.2125,17.2125
JPTOPIX,2023-02-28,-0.5877,-0.4210,116.7190,16.7190
JPTOPIX,2023-03-31,0.1711,0.3378,117.1133,17.1133
JPTOPIX,2023-04-30,12.0000,12.1667,131.3621,31.3621
JPTOPIX,2023-05-31,7.3205,7.4872,141.1974,41.1974
JPTOPIX,2023-06-30,-1.5899,-1.4232,139.1878,39.1878
JPTOPIX,2023-07-31,0.8230,0.9897,140.5653,40.5653
JPTOPIX,2023-08-31,5.9834,6.1501,149.2103,49.2103
